AssessmentSW,Date,caseload
Sophie Williamson,11/6/2019,0
Ana Lewis,11/6/2019,0
Arthur Morris,11/6/2019,0
Derek Matthews,11/6/2019,0
Rose Watts,11/6/2019,0
Ruben Gutierrez,11/6/2019,0
Mark Jacobs,11/6/2019,0
Carla Howell,11/6/2019,0
Sara Perry,11/6/2019,0
Evan Graham,11/6/2019,0
Audrey Wagner,11/6/2019,0
Beatrice Schmidt,11/6/2019,0
Nathan Black,11/6/2019,0
Laurie Gibson,11/6/2019,0
Norman Chambers,11/6/2019,0
Diane Meyer,11/6/2019,0
Ian Young,11/6/2019,0
Sonia Herrera,11/6/2019,0
Abigail Meyer,11/6/2019,0
Emma Brooks,11/6/2019,0
Kyle Wood,11/6/2019,0
David Garza,11/6/2019,0
Dana Tucker,11/6/2019,0
Elmer Sims,11/6/2019,0
Roland Hanson,11/6/2019,0
Rhonda Terry,11/6/2019,0
Chris Hamilton,11/6/2019,0
Allen Rivera,11/7/2019,0
Jared Gonzales,11/7/2019,0
Constance Holmes,11/7/2019,0
Sandra Lopez,11/7/2019,0
Devon Riley,11/7/2019,0
Lauren Morrison,11/7/2019,0
Matthew Silva,11/7/2019,0
Shelly Stewart,11/7/2019,0
Aubrey Grant,11/7/2019,0
Arlene Cooper,11/7/2019,0
Bill Bailey,11/7/2019,0
Alvin Gutierrez,11/7/2019,0
Louise Welch,11/7/2019,0
Norman Newman,11/7/2019,0
Scott Franklin,11/7/2019,0
Claude Mills,11/7/2019,0
Colleen Flores,11/7/2019,0
Clayton Beck,11/7/2019,0
Cherly Jackson,11/7/2019,0
Claudia Young,11/7/2019,0
Ken Reid,11/7/2019,0
Sophie Williamson,11/7/2019,0
Ana Lewis,11/7/2019,0
Arthur Morris,11/7/2019,0
Derek Matthews,11/7/2019,0
Rose Watts,11/7/2019,0
Ruben Gutierrez,11/7/2019,0
Mark Jacobs,11/7/2019,0
Carla Howell,11/7/2019,0
Sara Perry,11/7/2019,0
Evan Graham,11/7/2019,0
Audrey Wagner,11/7/2019,0
Beatrice Schmidt,11/7/2019,0
Nathan Black,11/7/2019,0
Laurie Gibson,11/7/2019,0
Norman Chambers,11/7/2019,0
Diane Meyer,11/7/2019,0
Ian Young,11/7/2019,0
Sonia Herrera,11/7/2019,0
Abigail Meyer,11/7/2019,0
Emma Brooks,11/7/2019,0
Kyle Wood,11/7/2019,0
David Garza,11/7/2019,0
Dana Tucker,11/7/2019,0
Elmer Sims,11/7/2019,0
Roland Hanson,11/7/2019,0
Rhonda Terry,11/7/2019,0
Chris Hamilton,11/7/2019,0
Allen Rivera,11/8/2019,0
Jared Gonzales,11/8/2019,0
Constance Holmes,11/8/2019,0
Sandra Lopez,11/8/2019,0
Devon Riley,11/8/2019,0
Lauren Morrison,11/8/2019,0
Matthew Silva,11/8/2019,0
Shelly Stewart,11/8/2019,0
Aubrey Grant,11/8/2019,0
Arlene Cooper,11/8/2019,0
Bill Bailey,11/8/2019,0
Alvin Gutierrez,11/8/2019,0
Louise Welch,11/8/2019,0
Norman Newman,11/8/2019,0
Scott Franklin,11/8/2019,0
Claude Mills,11/8/2019,0
Colleen Flores,11/8/2019,0
Clayton Beck,11/8/2019,0
Cherly Jackson,11/8/2019,0
Claudia Young,11/8/2019,0
Ken Reid,11/8/2019,0
Sophie Williamson,11/8/2019,0
Ana Lewis,11/8/2019,0
Arthur Morris,11/8/2019,0
Derek Matthews,11/8/2019,0
Rose Watts,11/8/2019,0
Ruben Gutierrez,11/8/2019,0
Mark Jacobs,11/8/2019,0
Carla Howell,11/8/2019,0
Sara Perry,11/8/2019,0
Evan Graham,11/8/2019,0
Audrey Wagner,11/8/2019,0
Beatrice Schmidt,11/8/2019,0
Nathan Black,11/8/2019,0
Laurie Gibson,11/8/2019,0
Norman Chambers,11/8/2019,0
Diane Meyer,11/8/2019,0
Ian Young,11/8/2019,0
Sonia Herrera,11/8/2019,0
Abigail Meyer,11/8/2019,0
Emma Brooks,11/8/2019,0
Kyle Wood,11/8/2019,0
David Garza,11/8/2019,0
Dana Tucker,11/8/2019,0
Elmer Sims,11/8/2019,0
Roland Hanson,11/8/2019,0
Rhonda Terry,11/8/2019,0
Chris Hamilton,11/8/2019,0
Allen Rivera,11/9/2019,0
Jared Gonzales,11/9/2019,0
Constance Holmes,11/9/2019,0
Sandra Lopez,11/9/2019,0
Devon Riley,11/9/2019,0
Lauren Morrison,11/9/2019,0
Matthew Silva,11/9/2019,0
Shelly Stewart,11/9/2019,0
Aubrey Grant,11/9/2019,0
Arlene Cooper,11/9/2019,0
Bill Bailey,11/9/2019,0
Alvin Gutierrez,11/9/2019,0
Louise Welch,11/9/2019,0
Norman Newman,11/9/2019,0
Scott Franklin,11/9/2019,0
Claude Mills,11/9/2019,0
Colleen Flores,11/9/2019,0
Clayton Beck,11/9/2019,0
Cherly Jackson,11/9/2019,0
Claudia Young,11/9/2019,0
Ken Reid,11/9/2019,0
Sophie Williamson,11/9/2019,0
Ana Lewis,11/9/2019,0
Arthur Morris,11/9/2019,0
Derek Matthews,11/9/2019,0
Rose Watts,11/9/2019,0
Ruben Gutierrez,11/9/2019,0
Mark Jacobs,11/9/2019,0
Carla Howell,11/9/2019,0
Sara Perry,11/9/2019,0
Evan Graham,11/9/2019,0
Audrey Wagner,11/9/2019,0
Beatrice Schmidt,11/9/2019,0
Nathan Black,11/9/2019,0
Laurie Gibson,11/9/2019,0
Norman Chambers,11/9/2019,0
Diane Meyer,11/9/2019,0
Ian Young,11/9/2019,0
Sonia Herrera,11/9/2019,0
Abigail Meyer,11/9/2019,0
Emma Brooks,11/9/2019,0
Kyle Wood,11/9/2019,0
David Garza,11/9/2019,0
Dana Tucker,11/9/2019,0
Elmer Sims,11/9/2019,0
Roland Hanson,11/9/2019,0
Rhonda Terry,11/9/2019,0
Chris Hamilton,11/9/2019,0
Allen Rivera,11/10/2019,0
Jared Gonzales,11/10/2019,0
Constance Holmes,11/10/2019,0
Sandra Lopez,11/10/2019,0
Devon Riley,11/10/2019,0
Lauren Morrison,11/10/2019,0
Matthew Silva,11/10/2019,0
Shelly Stewart,11/10/2019,0
Aubrey Grant,11/10/2019,0
Arlene Cooper,11/10/2019,0
Bill Bailey,11/10/2019,0
Alvin Gutierrez,11/10/2019,0
Louise Welch,11/10/2019,0
Norman Newman,11/10/2019,0
Scott Franklin,11/10/2019,0
Claude Mills,11/10/2019,0
Colleen Flores,11/10/2019,0
Clayton Beck,11/10/2019,0
Cherly Jackson,11/10/2019,0
Claudia Young,11/10/2019,0
Ken Reid,11/10/2019,0
Sophie Williamson,11/10/2019,0
Ana Lewis,11/10/2019,0
Arthur Morris,11/10/2019,0
Derek Matthews,11/10/2019,0
Rose Watts,11/10/2019,0
Ruben Gutierrez,11/10/2019,0
Mark Jacobs,11/10/2019,0
Carla Howell,11/10/2019,0
Sara Perry,11/10/2019,0
Evan Graham,11/10/2019,0
Audrey Wagner,11/10/2019,0
Beatrice Schmidt,11/10/2019,0
Nathan Black,11/10/2019,0
Laurie Gibson,11/10/2019,0
Norman Chambers,11/10/2019,0
Diane Meyer,11/10/2019,0
Ian Young,11/10/2019,0
Sonia Herrera,11/10/2019,0
Abigail Meyer,11/10/2019,0
Emma Brooks,11/10/2019,0
Kyle Wood,11/10/2019,0
David Garza,11/10/2019,0
Dana Tucker,11/10/2019,0
Elmer Sims,11/10/2019,0
Roland Hanson,11/10/2019,0
Rhonda Terry,11/10/2019,0
Chris Hamilton,11/10/2019,0
Allen Rivera,11/11/2019,0
Jared Gonzales,11/11/2019,0
Constance Holmes,11/11/2019,0
Sandra Lopez,11/11/2019,0
Devon Riley,11/11/2019,0
Lauren Morrison,11/11/2019,0
Matthew Silva,11/11/2019,0
Shelly Stewart,11/11/2019,0
Aubrey Grant,11/11/2019,0
Arlene Cooper,11/11/2019,0
Bill Bailey,11/11/2019,0
Alvin Gutierrez,11/11/2019,0
Louise Welch,11/11/2019,0
Norman Newman,11/11/2019,0
Scott Franklin,11/11/2019,0
Claude Mills,11/11/2019,0
Colleen Flores,11/11/2019,0
Clayton Beck,11/11/2019,0
Cherly Jackson,11/11/2019,0
Claudia Young,11/11/2019,0
Ken Reid,11/11/2019,0
Sophie Williamson,11/11/2019,0
Ana Lewis,11/11/2019,0
Arthur Morris,11/11/2019,0
Derek Matthews,11/11/2019,0
Rose Watts,11/11/2019,0
Ruben Gutierrez,11/11/2019,0
Mark Jacobs,11/11/2019,0
Carla Howell,11/11/2019,0
Sara Perry,11/11/2019,0
Evan Graham,11/11/2019,0
Audrey Wagner,11/11/2019,0
Beatrice Schmidt,11/11/2019,0
Nathan Black,11/11/2019,0
Laurie Gibson,11/11/2019,0
Norman Chambers,11/11/2019,0
Diane Meyer,11/11/2019,0
Ian Young,11/11/2019,0
Sonia Herrera,11/11/2019,0
Abigail Meyer,11/11/2019,0
Emma Brooks,11/11/2019,0
Kyle Wood,11/11/2019,0
David Garza,11/11/2019,0
Dana Tucker,11/11/2019,0
Elmer Sims,11/11/2019,0
Roland Hanson,11/11/2019,0
Rhonda Terry,11/11/2019,0
Chris Hamilton,11/11/2019,0
Allen Rivera,11/12/2019,0
Jared Gonzales,11/12/2019,0
Constance Holmes,11/12/2019,0
Sandra Lopez,11/12/2019,0
Devon Riley,11/12/2019,0
Lauren Morrison,11/12/2019,0
Matthew Silva,11/12/2019,0
Shelly Stewart,11/12/2019,0
Aubrey Grant,11/12/2019,0
Arlene Cooper,11/12/2019,0
Bill Bailey,11/12/2019,0
Alvin Gutierrez,11/12/2019,0
Louise Welch,11/12/2019,0
Norman Newman,11/12/2019,0
Scott Franklin,11/12/2019,0
Claude Mills,11/12/2019,0
Colleen Flores,11/12/2019,0
Clayton Beck,11/12/2019,0
Cherly Jackson,11/12/2019,0
Claudia Young,11/12/2019,0
Ken Reid,11/12/2019,0
Sophie Williamson,11/12/2019,0
Ana Lewis,11/12/2019,0
Arthur Morris,11/12/2019,0
Derek Matthews,11/12/2019,0
Rose Watts,11/12/2019,0
Ruben Gutierrez,11/12/2019,0
Mark Jacobs,11/12/2019,0
Carla Howell,11/12/2019,0
Sara Perry,11/12/2019,0
Evan Graham,11/12/2019,0
Audrey Wagner,11/12/2019,0
Beatrice Schmidt,11/12/2019,0
Nathan Black,11/12/2019,0
Laurie Gibson,11/12/2019,0
Norman Chambers,11/12/2019,0
Diane Meyer,11/12/2019,0
Ian Young,11/12/2019,0
Sonia Herrera,11/12/2019,0
Abigail Meyer,11/12/2019,0
Emma Brooks,11/12/2019,0
Kyle Wood,11/12/2019,0
David Garza,11/12/2019,0
Dana Tucker,11/12/2019,0
Elmer Sims,11/12/2019,0
Roland Hanson,11/12/2019,0
Rhonda Terry,11/12/2019,0
Chris Hamilton,11/12/2019,0
Allen Rivera,11/13/2019,0
Jared Gonzales,11/13/2019,0
Constance Holmes,11/13/2019,0
Sandra Lopez,11/13/2019,0
Devon Riley,11/13/2019,0
Lauren Morrison,11/13/2019,0
Matthew Silva,11/13/2019,0
Shelly Stewart,11/13/2019,0
Aubrey Grant,11/13/2019,0
Arlene Cooper,11/13/2019,0
Bill Bailey,11/13/2019,0
Alvin Gutierrez,11/13/2019,0
Louise Welch,11/13/2019,0
Norman Newman,11/13/2019,0
Scott Franklin,11/13/2019,0
Claude Mills,11/13/2019,0
Colleen Flores,11/13/2019,0
Clayton Beck,11/13/2019,0
Cherly Jackson,11/13/2019,0
Claudia Young,11/13/2019,0
Ken Reid,11/13/2019,0
Sophie Williamson,11/13/2019,0
Brett Coleman,11/13/2019,0
Ana Lewis,11/13/2019,0
Arthur Morris,11/13/2019,0
Derek Matthews,11/13/2019,0
Rose Watts,11/13/2019,0
Ruben Gutierrez,11/13/2019,0
Mark Jacobs,11/13/2019,0
Carla Howell,11/13/2019,0
Sara Perry,11/13/2019,0
Evan Graham,11/13/2019,0
Audrey Wagner,11/13/2019,0
Beatrice Schmidt,11/13/2019,0
Nathan Black,11/13/2019,0
Laurie Gibson,11/13/2019,0
Norman Chambers,11/13/2019,0
Diane Meyer,11/13/2019,0
Ian Young,11/13/2019,0
Sonia Herrera,11/13/2019,0
Abigail Meyer,11/13/2019,0
Emma Brooks,11/13/2019,0
Kyle Wood,11/13/2019,0
David Garza,11/13/2019,0
Dana Tucker,11/13/2019,0
Elmer Sims,11/13/2019,0
Roland Hanson,11/13/2019,0
Rhonda Terry,11/13/2019,0
Chris Hamilton,11/13/2019,0
Allen Rivera,11/14/2019,0
Jared Gonzales,11/14/2019,0
Constance Holmes,11/14/2019,0
Sandra Lopez,11/14/2019,0
Devon Riley,11/14/2019,0
Lauren Morrison,11/14/2019,0
Matthew Silva,11/14/2019,0
Shelly Stewart,11/14/2019,0
Aubrey Grant,11/14/2019,0
Arlene Cooper,11/14/2019,0
Bill Bailey,11/14/2019,0
Alvin Gutierrez,11/14/2019,0
Louise Welch,11/14/2019,0
Norman Newman,11/14/2019,0
Scott Franklin,11/14/2019,0
Claude Mills,11/14/2019,0
Colleen Flores,11/14/2019,0
Clayton Beck,11/14/2019,0
Cherly Jackson,11/14/2019,0
Claudia Young,11/14/2019,0
Ken Reid,11/14/2019,0
Sophie Williamson,11/14/2019,0
Brett Coleman,11/14/2019,0
Ana Lewis,11/14/2019,0
Arthur Morris,11/14/2019,0
Derek Matthews,11/14/2019,0
Rose Watts,11/14/2019,0
Ruben Gutierrez,11/14/2019,0
Mark Jacobs,11/14/2019,0
Carla Howell,11/14/2019,0
Sara Perry,11/14/2019,0
Evan Graham,11/14/2019,0
Audrey Wagner,11/14/2019,0
Beatrice Schmidt,11/14/2019,0
Nathan Black,11/14/2019,0
Laurie Gibson,11/14/2019,0
Norman Chambers,11/14/2019,0
Diane Meyer,11/14/2019,0
Ian Young,11/14/2019,0
Sonia Herrera,11/14/2019,0
Abigail Meyer,11/14/2019,0
Emma Brooks,11/14/2019,0
Kyle Wood,11/14/2019,0
David Garza,11/14/2019,0
Dana Tucker,11/14/2019,0
Elmer Sims,11/14/2019,0
Roland Hanson,11/14/2019,0
Rhonda Terry,11/14/2019,0
Chris Hamilton,11/14/2019,0
Allen Rivera,11/15/2019,0
Jared Gonzales,11/15/2019,0
Constance Holmes,11/15/2019,0
Sandra Lopez,11/15/2019,0
Devon Riley,11/15/2019,0
Lauren Morrison,11/15/2019,0
Matthew Silva,11/15/2019,0
Shelly Stewart,11/15/2019,0
Aubrey Grant,11/15/2019,0
Arlene Cooper,11/15/2019,0
Bill Bailey,11/15/2019,0
Alvin Gutierrez,11/15/2019,0
Louise Welch,11/15/2019,0
Norman Newman,11/15/2019,0
Scott Franklin,11/15/2019,0
Claude Mills,11/15/2019,0
Colleen Flores,11/15/2019,0
Clayton Beck,11/15/2019,0
Cherly Jackson,11/15/2019,0
Claudia Young,11/15/2019,0
Ken Reid,11/15/2019,0
Sophie Williamson,11/15/2019,0
Brett Coleman,11/15/2019,0
Ana Lewis,11/15/2019,0
Arthur Morris,11/15/2019,0
Derek Matthews,11/15/2019,0
Rose Watts,11/15/2019,0
Ruben Gutierrez,11/15/2019,0
Mark Jacobs,11/15/2019,0
Carla Howell,11/15/2019,0
Sara Perry,11/15/2019,0
Evan Graham,11/15/2019,0
Audrey Wagner,11/15/2019,0
Beatrice Schmidt,11/15/2019,0
Nathan Black,11/15/2019,0
Laurie Gibson,11/15/2019,0
Norman Chambers,11/15/2019,0
Diane Meyer,11/15/2019,0
Ian Young,11/15/2019,0
Sonia Herrera,11/15/2019,0
Abigail Meyer,11/15/2019,0
Emma Brooks,11/15/2019,0
Kyle Wood,11/15/2019,0
David Garza,11/15/2019,0
Dana Tucker,11/15/2019,0
Elmer Sims,11/15/2019,0
Roland Hanson,11/15/2019,0
Rhonda Terry,11/15/2019,0
Chris Hamilton,11/15/2019,0
Allen Rivera,11/16/2019,0
Jared Gonzales,11/16/2019,0
Constance Holmes,11/16/2019,0
Sandra Lopez,11/16/2019,0
Devon Riley,11/16/2019,0
Lauren Morrison,11/16/2019,0
Matthew Silva,11/16/2019,0
Shelly Stewart,11/16/2019,0
Aubrey Grant,11/16/2019,0
Arlene Cooper,11/16/2019,0
Bill Bailey,11/16/2019,0
Alvin Gutierrez,11/16/2019,0
Louise Welch,11/16/2019,0
Norman Newman,11/16/2019,0
Scott Franklin,11/16/2019,0
Claude Mills,11/16/2019,0
Colleen Flores,11/16/2019,0
Clayton Beck,11/16/2019,0
Cherly Jackson,11/16/2019,0
Claudia Young,11/16/2019,0
Ken Reid,11/16/2019,0
Sophie Williamson,11/16/2019,0
Brett Coleman,11/16/2019,0
Ana Lewis,11/16/2019,0
Arthur Morris,11/16/2019,0
Derek Matthews,11/16/2019,0
Rose Watts,11/16/2019,0
Ruben Gutierrez,11/16/2019,0
Mark Jacobs,11/16/2019,0
Carla Howell,11/16/2019,0
Sara Perry,11/16/2019,0
Evan Graham,11/16/2019,0
Audrey Wagner,11/16/2019,0
Beatrice Schmidt,11/16/2019,0
Nathan Black,11/16/2019,0
Laurie Gibson,11/16/2019,0
Norman Chambers,11/16/2019,0
Diane Meyer,11/16/2019,0
Ian Young,11/16/2019,0
Sonia Herrera,11/16/2019,0
Abigail Meyer,11/16/2019,0
Emma Brooks,11/16/2019,0
Kyle Wood,11/16/2019,0
David Garza,11/16/2019,0
Dana Tucker,11/16/2019,0
Elmer Sims,11/16/2019,0
Roland Hanson,11/16/2019,0
Rhonda Terry,11/16/2019,0
Chris Hamilton,11/16/2019,0
Allen Rivera,11/17/2019,0
Jared Gonzales,11/17/2019,0
Constance Holmes,11/17/2019,0
Sandra Lopez,11/17/2019,0
Devon Riley,11/17/2019,0
Lauren Morrison,11/17/2019,0
Matthew Silva,11/17/2019,0
Shelly Stewart,11/17/2019,0
Aubrey Grant,11/17/2019,0
Arlene Cooper,11/17/2019,0
Bill Bailey,11/17/2019,0
Alvin Gutierrez,11/17/2019,0
Louise Welch,11/17/2019,0
Norman Newman,11/17/2019,0
Scott Franklin,11/17/2019,0
Claude Mills,11/17/2019,0
Colleen Flores,11/17/2019,0
Clayton Beck,11/17/2019,0
Cherly Jackson,11/17/2019,0
Claudia Young,11/17/2019,0
Ken Reid,11/17/2019,0
Sophie Williamson,11/17/2019,0
Brett Coleman,11/17/2019,0
Ana Lewis,11/17/2019,0
Arthur Morris,11/17/2019,0
Derek Matthews,11/17/2019,0
Rose Watts,11/17/2019,0
Ruben Gutierrez,11/17/2019,0
Mark Jacobs,11/17/2019,0
Carla Howell,11/17/2019,0
Sara Perry,11/17/2019,0
Evan Graham,11/17/2019,0
Audrey Wagner,11/17/2019,0
Beatrice Schmidt,11/17/2019,0
Nathan Black,11/17/2019,0
Laurie Gibson,11/17/2019,0
Norman Chambers,11/17/2019,0
Diane Meyer,11/17/2019,0
Ian Young,11/17/2019,0
Sonia Herrera,11/17/2019,0
Abigail Meyer,11/17/2019,0
Emma Brooks,11/17/2019,0
Kyle Wood,11/17/2019,0
David Garza,11/17/2019,0
Dana Tucker,11/17/2019,0
Elmer Sims,11/17/2019,0
Roland Hanson,11/17/2019,0
Rhonda Terry,11/17/2019,0
Chris Hamilton,11/17/2019,0
Allen Rivera,11/18/2019,0
Jared Gonzales,11/18/2019,0
Constance Holmes,11/18/2019,0
Sandra Lopez,11/18/2019,0
Devon Riley,11/18/2019,0
Lauren Morrison,11/18/2019,0
Matthew Silva,11/18/2019,0
Shelly Stewart,11/18/2019,0
Aubrey Grant,11/18/2019,0
Arlene Cooper,11/18/2019,0
Bill Bailey,11/18/2019,0
Alvin Gutierrez,11/18/2019,0
Louise Welch,11/18/2019,0
Norman Newman,11/18/2019,0
Scott Franklin,11/18/2019,0
Claude Mills,11/18/2019,0
Colleen Flores,11/18/2019,0
Clayton Beck,11/18/2019,0
Cherly Jackson,11/18/2019,0
Claudia Young,11/18/2019,0
Ken Reid,11/18/2019,0
Sophie Williamson,11/18/2019,0
Brett Coleman,11/18/2019,0
Ana Lewis,11/18/2019,0
Arthur Morris,11/18/2019,0
Derek Matthews,11/18/2019,0
Rose Watts,11/18/2019,0
Ruben Gutierrez,11/18/2019,0
Mark Jacobs,11/18/2019,0
Carla Howell,11/18/2019,0
Sara Perry,11/18/2019,0
Evan Graham,11/18/2019,0
Audrey Wagner,11/18/2019,0
Beatrice Schmidt,11/18/2019,0
Nathan Black,11/18/2019,0
Laurie Gibson,11/18/2019,0
Norman Chambers,11/18/2019,0
Diane Meyer,11/18/2019,0
Ian Young,11/18/2019,0
Sonia Herrera,11/18/2019,0
Abigail Meyer,11/18/2019,0
Emma Brooks,11/18/2019,0
Kyle Wood,11/18/2019,0
David Garza,11/18/2019,0
Dana Tucker,11/18/2019,0
Elmer Sims,11/18/2019,0
Roland Hanson,11/18/2019,0
Rhonda Terry,11/18/2019,0
Chris Hamilton,11/18/2019,0
Allen Rivera,11/19/2019,0
Jared Gonzales,11/19/2019,0
Constance Holmes,11/19/2019,0
Sandra Lopez,11/19/2019,0
Devon Riley,11/19/2019,0
Lauren Morrison,11/19/2019,0
Matthew Silva,11/19/2019,0
Shelly Stewart,11/19/2019,0
Aubrey Grant,11/19/2019,0
Arlene Cooper,11/19/2019,0
Bill Bailey,11/19/2019,0
Alvin Gutierrez,11/19/2019,0
Louise Welch,11/19/2019,0
Norman Newman,11/19/2019,0
Scott Franklin,11/19/2019,0
Claude Mills,11/19/2019,0
Colleen Flores,11/19/2019,0
Clayton Beck,11/19/2019,0
Cherly Jackson,11/19/2019,0
Kaylee Williams,11/19/2019,0
Claudia Young,11/19/2019,0
Ken Reid,11/19/2019,0
Sophie Williamson,11/19/2019,0
Brett Coleman,11/19/2019,0
Ana Lewis,11/19/2019,0
Arthur Morris,11/19/2019,0
Derek Matthews,11/19/2019,0
Rose Watts,11/19/2019,0
Ruben Gutierrez,11/19/2019,0
Mark Jacobs,11/19/2019,0
Carla Howell,11/19/2019,0
Sara Perry,11/19/2019,0
Evan Graham,11/19/2019,0
Audrey Wagner,11/19/2019,0
Beatrice Schmidt,11/19/2019,0
Nathan Black,11/19/2019,0
Laurie Gibson,11/19/2019,0
Norman Chambers,11/19/2019,0
Diane Meyer,11/19/2019,0
Ian Young,11/19/2019,0
Sonia Herrera,11/19/2019,0
Abigail Meyer,11/19/2019,0
Emma Brooks,11/19/2019,0
Kyle Wood,11/19/2019,0
David Garza,11/19/2019,0
Dana Tucker,11/19/2019,0
Elmer Sims,11/19/2019,0
Roland Hanson,11/19/2019,0
Rhonda Terry,11/19/2019,0
Chris Hamilton,11/19/2019,0
Allen Rivera,11/20/2019,0
Jared Gonzales,11/20/2019,0
Constance Holmes,11/20/2019,0
Sandra Lopez,11/20/2019,0
Devon Riley,11/20/2019,0
Lauren Morrison,11/20/2019,0
Matthew Silva,11/20/2019,0
Shelly Stewart,11/20/2019,0
Aubrey Grant,11/20/2019,0
Arlene Cooper,11/20/2019,0
Bill Bailey,11/20/2019,0
Alvin Gutierrez,11/20/2019,0
Louise Welch,11/20/2019,0
Norman Newman,11/20/2019,0
Scott Franklin,11/20/2019,0
Claude Mills,11/20/2019,0
Colleen Flores,11/20/2019,0
Clayton Beck,11/20/2019,0
Cherly Jackson,11/20/2019,0
Kaylee Williams,11/20/2019,0
Claudia Young,11/20/2019,0
Ken Reid,11/20/2019,0
Sophie Williamson,11/20/2019,0
Brett Coleman,11/20/2019,0
Ana Lewis,11/20/2019,0
Arthur Morris,11/20/2019,0
Derek Matthews,11/20/2019,0
Rose Watts,11/20/2019,0
Ruben Gutierrez,11/20/2019,0
Mark Jacobs,11/20/2019,0
Carla Howell,11/20/2019,0
Sara Perry,11/20/2019,0
Evan Graham,11/20/2019,0
Audrey Wagner,11/20/2019,0
Beatrice Schmidt,11/20/2019,0
Nathan Black,11/20/2019,0
Laurie Gibson,11/20/2019,0
Norman Chambers,11/20/2019,0
Diane Meyer,11/20/2019,0
Ian Young,11/20/2019,0
Sonia Herrera,11/20/2019,0
Abigail Meyer,11/20/2019,0
Emma Brooks,11/20/2019,0
Kyle Wood,11/20/2019,0
David Garza,11/20/2019,0
Dana Tucker,11/20/2019,0
Elmer Sims,11/20/2019,0
Roland Hanson,11/20/2019,0
Rhonda Terry,11/20/2019,0
Chris Hamilton,11/20/2019,0
Allen Rivera,11/21/2019,0
Jared Gonzales,11/21/2019,0
Constance Holmes,11/21/2019,0
Sandra Lopez,11/21/2019,0
Devon Riley,11/21/2019,0
Lauren Morrison,11/21/2019,0
Matthew Silva,11/21/2019,0
Shelly Stewart,11/21/2019,0
Aubrey Grant,11/21/2019,0
Arlene Cooper,11/21/2019,0
Amy Porter,11/21/2019,0
Bill Bailey,11/21/2019,0
Alvin Gutierrez,11/21/2019,0
Louise Welch,11/21/2019,0
Norman Newman,11/21/2019,0
Scott Franklin,11/21/2019,0
Claude Mills,11/21/2019,0
Colleen Flores,11/21/2019,0
Clayton Beck,11/21/2019,0
Cherly Jackson,11/21/2019,0
Kaylee Williams,11/21/2019,0
Claudia Young,11/21/2019,0
Ken Reid,11/21/2019,0
Sophie Williamson,11/21/2019,0
Brett Coleman,11/21/2019,0
Ana Lewis,11/21/2019,0
Arthur Morris,11/21/2019,0
Derek Matthews,11/21/2019,0
Rose Watts,11/21/2019,0
Ruben Gutierrez,11/21/2019,0
Mark Jacobs,11/21/2019,0
Carla Howell,11/21/2019,0
Sara Perry,11/21/2019,0
Evan Graham,11/21/2019,0
Audrey Wagner,11/21/2019,0
Beatrice Schmidt,11/21/2019,0
Nathan Black,11/21/2019,0
Laurie Gibson,11/21/2019,0
Norman Chambers,11/21/2019,0
Diane Meyer,11/21/2019,0
Ian Young,11/21/2019,0
Sonia Herrera,11/21/2019,0
Abigail Meyer,11/21/2019,0
Emma Brooks,11/21/2019,0
Kyle Wood,11/21/2019,0
David Garza,11/21/2019,0
Dana Tucker,11/21/2019,0
Elmer Sims,11/21/2019,0
Roland Hanson,11/21/2019,0
Rhonda Terry,11/21/2019,0
Chris Hamilton,11/21/2019,0
Allen Rivera,11/22/2019,0
Jared Gonzales,11/22/2019,0
Constance Holmes,11/22/2019,0
Sandra Lopez,11/22/2019,0
Devon Riley,11/22/2019,0
Lauren Morrison,11/22/2019,0
Matthew Silva,11/22/2019,0
Shelly Stewart,11/22/2019,0
Aubrey Grant,11/22/2019,0
Arlene Cooper,11/22/2019,0
Amy Porter,11/22/2019,0
Bill Bailey,11/22/2019,0
Alvin Gutierrez,11/22/2019,0
Louise Welch,11/22/2019,0
Norman Newman,11/22/2019,0
Scott Franklin,11/22/2019,0
Claude Mills,11/22/2019,0
Colleen Flores,11/22/2019,0
Clayton Beck,11/22/2019,0
Cherly Jackson,11/22/2019,0
Kaylee Williams,11/22/2019,0
Claudia Young,11/22/2019,0
Ken Reid,11/22/2019,0
Sophie Williamson,11/22/2019,0
Brett Coleman,11/22/2019,0
Ana Lewis,11/22/2019,0
Arthur Morris,11/22/2019,0
Derek Matthews,11/22/2019,0
Rose Watts,11/22/2019,0
Ruben Gutierrez,11/22/2019,0
Mark Jacobs,11/22/2019,0
Carla Howell,11/22/2019,0
Sara Perry,11/22/2019,0
Evan Graham,11/22/2019,0
Audrey Wagner,11/22/2019,0
Beatrice Schmidt,11/22/2019,0
Nathan Black,11/22/2019,0
Laurie Gibson,11/22/2019,0
Norman Chambers,11/22/2019,0
Diane Meyer,11/22/2019,0
Ian Young,11/22/2019,0
Sonia Herrera,11/22/2019,0
Abigail Meyer,11/22/2019,0
Emma Brooks,11/22/2019,0
Kyle Wood,11/22/2019,0
David Garza,11/22/2019,0
Dana Tucker,11/22/2019,0
Elmer Sims,11/22/2019,0
Roland Hanson,11/22/2019,0
Rhonda Terry,11/22/2019,0
Chris Hamilton,11/22/2019,0
Allen Rivera,11/23/2019,0
Jared Gonzales,11/23/2019,0
Constance Holmes,11/23/2019,0
